0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.670288085937500000e-05,-2.288818359375000000e-05,-4.370927810668945312e-02
9.517669677734375000e-04,8.077621459960937500e-04,-1.406705379486083984e-01
1.228141784667968750e-02,1.092147827148437500e-02,-2.578692436218261719e-01
4.792022705078125000e-02,4.437160491943359375e-02,-3.890695571899414062e-01
1.129646301269531250e-01,1.084470748901367188e-01,-5.377409458160400391e-01
2.051458358764648438e-01,2.026376724243164062e-01,-7.022657394409179688e-01
3.219347000122070312e-01,3.240451812744140625e-01,-8.753246068954467773e-01
4.623403549194335938e-01,4.703626632690429688e-01,-1.050150275230407715e+00
6.254844665527343750e-01,6.402912139892578125e-01,-1.222994685173034668e+00
8.095016479492187500e-01,8.324022293090820312e-01,-1.391489505767822266e+00
1.011973381042480469e+00,1.044427871704101562e+00,-1.552694320678710938e+00
1.230675697326660156e+00,1.273620605468750000e+00,-1.703180551528930664e+00
1.463502883911132812e+00,1.517179489135742188e+00,-1.840024948120117188e+00
1.708077430725097656e+00,1.772327423095703125e+00,-1.961900234222412109e+00
1.962162017822265625e+00,2.036613941192626953e+00,-2.068208456039428711e+00
2.223806381225585938e+00,2.307858467102050781e+00,-2.159286499023437500e+00
2.491226673126220703e+00,2.584044933319091797e+00,-2.235604047775268555e+00
2.762627124786376953e+00,2.863227367401123047e+00,-2.297852277755737305e+00
3.036267280578613281e+00,3.143596172332763672e+00,-2.346906900405883789e+00
3.310610771179199219e+00,3.423575878143310547e+00,-2.383684396743774414e+00
3.584321975708007812e+00,3.701830863952636719e+00,-2.409478902816772461e+00
3.856208801269531250e+00,3.977203369140625000e+00,-2.425555706024169922e+00
4.125203132629394531e+00,4.248692989349365234e+00,-2.433058261871337891e+00
4.390400409698486328e+00,4.515487194061279297e+00,-2.433508872985839844e+00
4.650989532470703125e+00,4.776866436004638672e+00,-2.428132295608520508e+00
4.906285762786865234e+00,5.032232284545898438e+00,-2.418066263198852539e+00
5.155719757080078125e+00,5.281108379364013672e+00,-2.404496908187866211e+00
5.398763179779052734e+00,5.523054599761962891e+00,-2.388306140899658203e+00
5.635015964508056641e+00,5.757750034332275391e+00,-2.370308876037597656e+00
5.864240169525146484e+00,5.985030651092529297e+00,-2.351355314254760742e+00
6.086286544799804688e+00,6.204828262329101562e+00,-2.332278728485107422e+00
6.300990104675292969e+00,6.417055130004882812e+00,-2.313700675964355469e+00
6.508221626281738281e+00,6.621636867523193359e+00,-2.296032190322875977e+00
6.707908630371093750e+00,6.818537712097167969e+00,-2.279587030410766602e+00
6.899984836578369141e+00,7.007727146148681641e+00,-2.264597177505493164e+00
7.084408283233642578e+00,7.189192771911621094e+00,-2.251208782196044922e+00
7.261204242706298828e+00,7.362981796264648438e+00,-2.239540338516235352e+00
7.430429458618164062e+00,7.529170989990234375e+00,-2.229690313339233398e+00
7.592156410217285156e+00,7.687850952148437500e+00,-2.221708297729492188e+00
7.746457576751708984e+00,7.839112758636474609e+00,-2.215597867965698242e+00
7.893464565277099609e+00,7.983093738555908203e+00,-2.211353302001953125e+00
8.033436775207519531e+00,8.120050430297851562e+00,-2.208984136581420898e+00
8.166643142700195312e+00,8.250263214111328125e+00,-2.208464622497558594e+00
8.293209075927734375e+00,8.373886108398437500e+00,-2.209690809249877930e+00
8.413204193115234375e+00,8.490999221801757812e+00,-2.212443351745605469e+00
8.526789665222167969e+00,8.601745605468750000e+00,-2.216532468795776367e+00
8.634220123291015625e+00,8.706362724304199219e+00,-2.221844196319580078e+00
8.735739707946777344e+00,8.805106163024902344e+00,-2.228315114974975586e+00
