0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.144409179687500000e-05,-2.574920654296875000e-05,-4.077482223510742188e-02
6.694793701171875000e-04,1.502037048339843750e-03,-1.200246810913085938e-01
6.916046142578125000e-03,1.533508300781250000e-02,-2.085103988647460938e-01
2.821540832519531250e-02,6.107234954833984375e-02,-3.060505390167236328e-01
7.483863830566406250e-02,1.570835113525390625e-01,-4.246721267700195312e-01
1.543531417846679688e-01,3.123283386230468750e-01,-5.789694786071777344e-01
2.712135314941406250e-01,5.261135101318359375e-01,-7.769477367401123047e-01
4.278268814086914062e-01,7.917718887329101562e-01,-1.016390919685363770e+00
6.244029998779296875e-01,1.098913192749023438e+00,-1.285387873649597168e+00
8.569736480712890625e-01,1.432744026184082031e+00,-1.564653873443603516e+00
1.113813400268554688e+00,1.773914337158203125e+00,-1.834151864051818848e+00
1.374065399169921875e+00,2.106592655181884766e+00,-2.082645416259765625e+00
1.611999511718750000e+00,2.429958820343017578e+00,-2.308682680130004883e+00
1.805096626281738281e+00,2.760719776153564453e+00,-2.517651081085205078e+00
1.943885803222656250e+00,3.123211860656738281e+00,-2.721127510070800781e+00
2.033895492553710938e+00,3.531561851501464844e+00,-2.929941654205322266e+00
2.085201263427734375e+00,3.981442451477050781e+00,-3.142416715621948242e+00
2.106465816497802734e+00,4.452179431915283203e+00,-3.345612049102783203e+00
2.106160163879394531e+00,4.914223670959472656e+00,-3.529650211334228516e+00
2.093469142913818359e+00,5.343963623046875000e+00,-3.692931890487670898e+00
2.079802036285400391e+00,5.732261657714843750e+00,-3.833241462707519531e+00
2.079809188842773438e+00,6.086459159851074219e+00,-3.948104381561279297e+00
2.106691360473632812e+00,6.424365997314453125e+00,-4.039124488830566406e+00
2.166147708892822266e+00,6.760795116424560547e+00,-4.111034393310546875e+00
2.255627155303955078e+00,7.098162174224853516e+00,-4.167182445526123047e+00
2.367448806762695312e+00,7.426427841186523438e+00,-4.207391738891601562e+00
2.491619110107421875e+00,7.729865074157714844e+00,-4.230687141418457031e+00
2.618271350860595703e+00,7.996024131774902344e+00,-4.237550735473632812e+00
2.740252494812011719e+00,8.221871376037597656e+00,-4.228937149047851562e+00
2.855062961578369141e+00,8.413462638854980469e+00,-4.205552101135253906e+00
2.964884281158447266e+00,8.580613136291503906e+00,-4.168415546417236328e+00
3.074585437774658203e+00,8.731659889221191406e+00,-4.119940757751464844e+00
3.189291000366210938e+00,8.871032714843750000e+00,-4.063477516174316406e+00
3.312915802001953125e+00,8.999623298645019531e+00,-4.002084732055664062e+00
3.447680950164794922e+00,9.116424560546875000e+00,-3.938135623931884766e+00
3.594110488891601562e+00,9.220151901245117188e+00,-3.873415946960449219e+00
3.751268386840820312e+00,9.310274124145507812e+00,-3.809132575988769531e+00
3.917122840881347656e+00,9.387459754943847656e+00,-3.745954513549804688e+00
4.088998794555664062e+00,9.453501701354980469e+00,-3.684134483337402344e+00
4.264099121093750000e+00,9.510888099670410156e+00,-3.623653888702392578e+00
4.440028667449951172e+00,9.562155723571777344e+00,-3.564422369003295898e+00
4.615223407745361328e+00,9.609189987182617188e+00,-3.506366491317749023e+00
4.789152145385742188e+00,9.652744293212890625e+00,-3.449571132659912109e+00
4.962217807769775391e+00,9.692400932312011719e+00,-3.394336700439453125e+00
5.135403156280517578e+00,9.726980209350585938e+00,-3.341090679168701172e+00
5.309742450714111328e+00,9.755237579345703125e+00,-3.290263891220092773e+00
5.485823154449462891e+00,9.776528358459472656e+00,-3.242211818695068359e+00
5.663478851318359375e+00,9.791189193725585938e+00,-3.197154283523559570e+00
5.841789245605468750e+00,9.800494194030761719e+00,-3.155085563659667969e+00
6.019316673278808594e+00,9.806227684020996094e+00,-3.115704059600830078e+00
6.194471836090087891e+00,9.810081481933593750e+00,-3.078566074371337891e+00
6.365892410278320312e+00,9.813097953796386719e+00,-3.043278217315673828e+00
6.532703876495361328e+00,9.815388679504394531e+00,-3.009475708007812500e+00
6.694574356079101562e+00,9.816306114196777344e+00,-2.977025508880615234e+00
6.851588726043701172e+00,9.814914703369140625e+00,-2.945895433425903320e+00
7.003999710083007812e+00,9.810596466064453125e+00,-2.916256904602050781e+00
7.152009010314941406e+00,9.803465843200683594e+00,-2.888279676437377930e+00
7.295646667480468750e+00,9.794423103332519531e+00,-2.862031459808349609e+00
7.434767723083496094e+00,9.784844398498535156e+00,-2.837478637695312500e+00
7.569133758544921875e+00,9.776051521301269531e+00,-2.814535617828369141e+00
7.698540210723876953e+00,9.768798828125000000e+00,-2.793074369430541992e+00
7.822892665863037109e+00,9.763036727905273438e+00,-2.772915124893188477e+00
7.942203998565673828e+00,9.758070945739746094e+00,-2.754020690917968750e+00
8.056558609008789062e+00,9.753004074096679688e+00,-2.736377716064453125e+00
8.166038513183593750e+00,9.747251510620117188e+00,-2.719963788986206055e+00
8.270649909973144531e+00,9.740869522094726562e+00,-2.704770565032958984e+00
8.370324134826660156e+00,9.734558105468750000e+00,-2.690791368484497070e+00
8.464982032775878906e+00,9.729334831237792969e+00,-2.677961826324462891e+00
8.554616928100585938e+00,9.726062774658203125e+00,-2.666250467300415039e+00
8.639365196228027344e+00,9.725055694580078125e+00,-2.655616283416748047e+00
8.719511985778808594e+00,9.725974082946777344e+00,-2.645950794219970703e+00
8.795408248901367188e+00,9.728025436401367188e+00,-2.637146234512329102e+00
8.867353439331054688e+00,9.730388641357421875e+00,-2.629158258438110352e+00
8.935541152954101562e+00,9.732624053955078125e+00,-2.621979236602783203e+00
9.000063896179199219e+00,9.734869956970214844e+00,-2.615628719329833984e+00
9.060974121093750000e+00,9.737721443176269531e+00,-2.610103607177734375e+00
9.118338584899902344e+00,9.741880416870117188e+00,-2.605354070663452148e+00
9.172275543212890625e+00,9.747745513916015625e+00,-2.601296424865722656e+00
9.222949028015136719e+00,9.755187988281250000e+00,-2.597834825515747070e+00
1.927055168151855469e+01,-2.363729476928710938e-01,-9.485411643981933594e-02
1.931531143188476562e+01,-2.276678085327148438e-01,-9.408164024353027344e-02
1.935633468627929688e+01,-2.184047698974609375e-01,-1.015753746032714844e-01
1.938850402832031250e+01,-2.050952911376953125e-01,-1.185960769653320312e-01
1.940298461914062500e+01,-1.809310913085937500e-01,-1.458303928375244141e-01
1.939033508300781250e+01,-1.373405456542968750e-01,-1.861717700958251953e-01
1.934361267089843750e+01,-6.619167327880859375e-02,-2.443072795867919922e-01
1.926000213623046875e+01,3.820800781250000000e-02,-3.244404792785644531e-01
1.914079475402832031e+01,1.778583526611328125e-01,-4.276506900787353516e-01
1.899082565307617188e+01,3.504533767700195312e-01,-5.503458976745605469e-01
1.881853485107421875e+01,5.485191345214843750e-01,-6.845530271530151367e-01
1.863613128662109375e+01,7.589540481567382812e-01,-8.204805850982666016e-01
1.845859527587890625e+01,9.647092819213867188e-01,-9.506877660751342773e-01
1.830055046081542969e+01,1.150826454162597656e+00,-1.072615385055541992e+00
1.817235183715820312e+01,1.312139511108398438e+00,-1.186429381370544434e+00
1.807680892944335938e+01,1.456133842468261719e+00,-1.291206717491149902e+00
1.800778961181640625e+01,1.598206520080566406e+00,-1.386452555656433105e+00
1.795265388488769531e+01,1.753124237060546875e+00,-1.473950028419494629e+00
1.789642333984375000e+01,1.929856300354003906e+00,-1.557535767555236816e+00
1.782505226135253906e+01,2.132019996643066406e+00,-1.641122817993164062e+00
1.772806167602539062e+01,2.359903335571289062e+00,-1.728325843811035156e+00
1.760036087036132812e+01,2.612565994262695312e+00,-1.821526408195495605e+00
1.744297790527343750e+01,2.888943195343017578e+00,-1.921036481857299805e+00
1.726235198974609375e+01,3.187614440917968750e+00,-2.024904966354370117e+00
1.706816291809082031e+01,3.505990505218505859e+00,-2.129228591918945312e+00
1.687070083618164062e+01,3.839609146118164062e+00,-2.229293346405029297e+00
1.667785263061523438e+01,4.182503223419189453e+00,-2.321158170700073242e+00
1.649249839782714844e+01,4.529161930084228516e+00,-2.402371168136596680e+00
1.631250953674316406e+01,4.876473903656005859e+00,-2.472866058349609375e+00
1.613347434997558594e+01,5.224261760711669922e+00,-2.533912181854248047e+00
1.595199298858642578e+01,5.574105262756347656e+00,-2.587604284286499023e+00
1.576714706420898438e+01,5.927890300750732422e+00,-2.635564327239990234e+00
1.558003997802734375e+01,6.286791801452636719e+00,-2.678503513336181641e+00
1.539243316650390625e+01,6.650738716125488281e+00,-2.716291189193725586e+00
1.520559310913085938e+01,7.018308639526367188e+00,-2.748283624649047852e+00
